age,currentClub,dateOfBirth,foot,height,id,joinedOn,marketValue,name,nationality,played_for,position,season,signedFrom,status
28,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€4.90m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2006-2007,Manchester United,
29,Retired,"Nov 5, 1977",right,"1,90m",3120,"Jul 1, 2002",€1.00m,Richard Wright,['England'],Everton-FC,Goalkeeper,2006-2007,: Ablöse €5.50m,
23,Retired,"Jan 26, 1984",right,"1,93m",3582,"Jul 1, 2003",€150k,Iain Turner,['Scotland'],Everton-FC,Goalkeeper,2006-2007,Stirling Albion FC,
24,Retired,"Aug 16, 1982",left,"1,91m",4241,"Jul 1, 2006",€7.50m,Joleon Lescott,['England'],Everton-FC,Centre-Back,2006-2007,Wolverhampton Wanderers,
26,Retired,"Sep 6, 1980",right,"1,88m",3270,"Jul 1, 2003",€7.00m,Joseph Yobo,"['Nigeria', 'England']",Everton-FC,Centre-Back,2006-2007,: Ablöse €6.00m,
37,Retired,"May 10, 1970",right,"1,91m",3312,"Feb 1, 1999",€1.00m,David Weir,['Scotland'],Everton-FC,Centre-Back,2006-2007,Heart of Midlothian FC,
35,Retired,"Oct 6, 1971",,,3472,"Jan 1, 2006",€1.00m,Alan Stubbs,['England'],Everton-FC,Centre-Back,2006-2007,Sunderland AFC,
20,Clitheroe FC,"Dec 9, 1986",right,"1,90m",38121,,€150k,Mark Hughes,['England'],Everton-FC,Centre-Back,2006-2007,,
32,Retired,"Sep 12, 1974",left,"1,82m",9831,"Jul 1, 2005",€3.50m,Nuno Valente,['Portugal'],Everton-FC,Left-Back,2006-2007,FC Porto,
31,Retired,"Jul 27, 1975",both,"1,80m",3588,"Jul 1, 2000",€1.60m,Alessandro Pistone,['Italy'],Everton-FC,Left-Back,2006-2007,Newcastle United,
28,Retired,"Nov 16, 1978",left,"1,78m",3589,"Oct 1, 2000",€1.40m,Gary Naysmith,['Scotland'],Everton-FC,Left-Back,2006-2007,Heart of Midlothian FC,
20,Gartcairn FA Juniors,"Mar 20, 1987",left,"1,72m",23489,"Jul 1, 2005",€200k,Paddy Boyle,['Scotland'],Everton-FC,Left-Back,2006-2007,: Ablöse -,
30,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€5.00m,Phil Neville,['England'],Everton-FC,Right-Back,2006-2007,Manchester United,
26,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€3.90m,Tony Hibbert,['England'],Everton-FC,Right-Back,2006-2007,: Ablöse -,
33,Retired,"Feb 28, 1974",right,"1,78m",3618,"Jan 1, 2003",€2.80m,Lee Carsley,"['Ireland', 'England']",Everton-FC,Defensive Midfield,2006-2007,Coventry City,
24,Retired,"Aug 28, 1982",both,"1,88m",16122,"Jul 1, 2005",€500k,Anderson Silva,"['Brazil', 'Spain']",Everton-FC,Defensive Midfield,2006-2007,Club Nacional,
25,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€11.00m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2006-2007,Real Sociedad,
26,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€4.00m,Leon Osman,['England'],Everton-FC,Central Midfield,2006-2007,Everton FC Reserves,
19,Retired,"Mar 5, 1988",both,"1,87m",47769,,€1.00m,Bjarni Vidarsson,['Iceland'],Everton-FC,Central Midfield,2006-2007,,
27,Retired,"Oct 23, 1979",right,"1,78m",4056,"Jul 1, 2005",€3.70m,Simon Davies,['Wales'],Everton-FC,Right Midfield,2006-2007,: Ablöse €5.25m,
30,Retired,"Feb 1, 1977",left,"1,83m",4135,"Jul 1, 2003",€4.50m,Kevin Kilbane,"['Ireland', 'England']",Everton-FC,Left Midfield,2006-2007,Sunderland AFC,
27,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€8.80m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2006-2007,: Ablöse €2.20m,
21,Retired,"Feb 5, 1986",right,"1,76m",16791,"Jan 1, 2008",€8.50m,Manuel Fernandes,"['Portugal', 'Cape Verde']",Everton-FC,Attacking Midfield,2006-2007,: Ablöse €750k,
27,Retired,"Sep 30, 1979",right,"1,78m",3772,"Jul 1, 2005",€4.00m,Andy van der Meyde,['Netherlands'],Everton-FC,Right Winger,2006-2007,: Ablöse €9.00m,
24,Retired,"Apr 14, 1983",left,"1,78m",9956,"Oct 17, 2011",€2.90m,James McFadden,['Scotland'],Everton-FC,Second Striker,2006-2007,Without Club,
26,Retired,"Feb 10, 1981",right,"1,72m",14031,"Jul 1, 2006",€12.25m,Andy Johnson,['England'],Everton-FC,Centre-Forward,2006-2007,: Ablöse €11.00m,
29,Retired,"Feb 27, 1978",right,"1,85m",3112,"Jan 4, 2005",€5.70m,James Beattie,['England'],Everton-FC,Centre-Forward,2006-2007,Southampton FC,
19,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€900k,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2006-2007,: Ablöse -,
18,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2006",€600k,James Vaughan,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2006-2007,: Ablöse -,
29,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€6.50m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2007-2008,Manchester United,
29,Retired,"Feb 28, 1979",right,"1,90m",223,"Aug 21, 2007",€1.00m,Stefan Wessels,['Germany'],Everton-FC,Goalkeeper,2007-2008,1.FC Köln,
24,Retired,"Jan 26, 1984",right,"1,93m",3582,"Jul 1, 2003",€500k,Iain Turner,['Scotland'],Everton-FC,Goalkeeper,2007-2008,Stirling Albion FC,
21,Newcastle United,"Oct 24, 1986",right,"1,92m",29712,"Jul 1, 2005",€500k,John Ruddy,['England'],Everton-FC,Goalkeeper,2007-2008,Cambridge United,
25,Retired,"Aug 16, 1982",left,"1,91m",4241,"Jul 1, 2006",€11.00m,Joleon Lescott,['England'],Everton-FC,Centre-Back,2007-2008,Wolverhampton Wanderers,
27,Retired,"Sep 6, 1980",right,"1,88m",3270,"Jul 1, 2003",€9.00m,Joseph Yobo,"['Nigeria', 'England']",Everton-FC,Centre-Back,2007-2008,: Ablöse €6.00m,
25,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€6.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2007-2008,Sheffield United,
36,Retired,"Oct 6, 1971",,,3472,"Jan 1, 2006",€1.00m,Alan Stubbs,['England'],Everton-FC,Centre-Back,2007-2008,Sunderland AFC,
19,Retired,"Sep 17, 1988",right,"1,82m",57056,,€50k,John Irving,['England'],Everton-FC,Centre-Back,2007-2008,,
17,Without Club,"Mar 11, 1991",right,"1,88m",57079,"Jul 1, 2008",€50k,Jack Rodwell,['England'],Everton-FC,Centre-Back,2007-2008,: Ablöse -,
23,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€6.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2007-2008,Wigan Athletic,
33,Retired,"Sep 12, 1974",left,"1,82m",9831,"Jul 1, 2005",€2.50m,Nuno Valente,['Portugal'],Everton-FC,Left-Back,2007-2008,FC Porto,
21,Gartcairn FA Juniors,"Mar 20, 1987",left,"1,72m",23489,"Jul 1, 2005",€200k,Paddy Boyle,['Scotland'],Everton-FC,Left-Back,2007-2008,: Ablöse -,
31,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€5.75m,Phil Neville,['England'],Everton-FC,Right-Back,2007-2008,Manchester United,
27,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€4.50m,Tony Hibbert,['England'],Everton-FC,Right-Back,2007-2008,: Ablöse -,
34,Retired,"Feb 28, 1974",right,"1,78m",3618,"Jan 1, 2003",€3.50m,Lee Carsley,"['Ireland', 'England']",Everton-FC,Defensive Midfield,2007-2008,Coventry City,
32,Retired,"Mar 11, 1976",,,301,"Aug 1, 2007",€2.00m,Thomas Gravesen,['Denmark'],Everton-FC,Defensive Midfield,2007-2008,Celtic FC,
25,Retired,"Aug 28, 1982",both,"1,88m",16122,"Jul 1, 2005",€650k,Anderson Silva,"['Brazil', 'Spain']",Everton-FC,Defensive Midfield,2007-2008,Club Nacional,
26,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€19.00m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2007-2008,Real Sociedad,
27,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€6.00m,Leon Osman,['England'],Everton-FC,Central Midfield,2007-2008,Everton FC Reserves,
18,Westfield FC,"Feb 1, 1990",right,"1,80m",44983,"Jan 3, 2008",€2.00m,Dan Gosling,['England'],Everton-FC,Central Midfield,2007-2008,Plymouth Argyle,
20,Retired,"Mar 5, 1988",both,"1,87m",47769,,€500k,Bjarni Vidarsson,['Iceland'],Everton-FC,Central Midfield,2007-2008,,
26,Retired,"Mar 17, 1982",,,4321,"Jul 31, 2012",€4.50m,Steven Pienaar,['South Africa'],Everton-FC,Left Midfield,2007-2008,Tottenham Hotspur,
28,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€12.00m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2007-2008,: Ablöse €2.20m,
22,Retired,"Feb 5, 1986",right,"1,76m",16791,"Jan 1, 2008",€8.00m,Manuel Fernandes,"['Portugal', 'Cape Verde']",Everton-FC,Attacking Midfield,2007-2008,: Ablöse €750k,
28,Retired,"Sep 30, 1979",right,"1,78m",3772,"Jul 1, 2005",€900k,Andy van der Meyde,['Netherlands'],Everton-FC,Right Winger,2007-2008,: Ablöse €9.00m,
25,Retired,"Apr 14, 1983",left,"1,78m",9956,"Oct 17, 2011",€8.00m,James McFadden,['Scotland'],Everton-FC,Second Striker,2007-2008,Without Club,
25,Retired,"Nov 22, 1982",,"1,83m",8559,"Aug 30, 2007",€18.25m,Yakubu Aiyegbeni,['Nigeria'],Everton-FC,Centre-Forward,2007-2008,Middlesbrough FC,
27,Retired,"Feb 10, 1981",right,"1,72m",14031,"Jul 1, 2006",€11.25m,Andy Johnson,['England'],Everton-FC,Centre-Forward,2007-2008,: Ablöse €11.00m,
20,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€2.00m,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2007-2008,: Ablöse -,
19,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2006",€1.50m,James Vaughan,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2007-2008,: Ablöse -,
19,Birmingham City,"Mar 28, 1989",left,"1,85m",33507,"Jul 1, 2007",€700k,Lukas Jutkiewicz,['England'],Everton-FC,Centre-Forward,2007-2008,Swindon Town,
30,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€8.50m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2008-2009,Manchester United,
25,Retired,"Jan 26, 1984",right,"1,93m",3582,"Jul 1, 2003",€450k,Iain Turner,['Scotland'],Everton-FC,Goalkeeper,2008-2009,Stirling Albion FC,
35,Retired,"Sep 13, 1973",right,"1,97m",3804,"Aug 1, 2008",€300k,Carlo Nash,['England'],Everton-FC,Goalkeeper,2008-2009,Wigan Athletic,
26,Retired,"Aug 16, 1982",left,"1,91m",4241,"Jul 1, 2006",€17.00m,Joleon Lescott,['England'],Everton-FC,Centre-Back,2008-2009,Wolverhampton Wanderers,
26,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€12.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2008-2009,Sheffield United,
28,Retired,"Sep 6, 1980",right,"1,88m",3270,"Jul 1, 2003",€11.50m,Joseph Yobo,"['Nigeria', 'England']",Everton-FC,Centre-Back,2008-2009,: Ablöse €6.00m,
18,Without Club,"Mar 11, 1991",right,"1,88m",57079,"Jul 1, 2008",€4.50m,Jack Rodwell,['England'],Everton-FC,Centre-Back,2008-2009,: Ablöse -,
20,Retired,"Sep 17, 1988",right,"1,82m",57056,,€50k,John Irving,['England'],Everton-FC,Centre-Back,2008-2009,,
24,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€6.50m,Leighton Baines,['England'],Everton-FC,Left-Back,2008-2009,Wigan Athletic,
34,Retired,"Sep 12, 1974",left,"1,82m",9831,"Jul 1, 2005",€900k,Nuno Valente,['Portugal'],Everton-FC,Left-Back,2008-2009,FC Porto,
32,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€5.50m,Phil Neville,['England'],Everton-FC,Right-Back,2008-2009,Manchester United,
28,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€4.00m,Tony Hibbert,['England'],Everton-FC,Right-Back,2008-2009,: Ablöse -,
29,Retired,"Sep 20, 1979",both,"1,81m",1423,"Aug 26, 2008",€1.50m,Lars Jacobsen,['Denmark'],Everton-FC,Right-Back,2008-2009,: Ablöse free transfer,
20,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€150k,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2008-2009,Sligo Rovers,Team captain
27,Retired,"May 15, 1982",right,"1,79m",38763,"Aug 28, 2008",€2.20m,Segundo Castillo,['Ecuador'],Everton-FC,Defensive Midfield,2008-2009,Red Star Belgrade,
27,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€18.00m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2008-2009,Real Sociedad,
21,Retired,"Nov 22, 1987",right,"1,94m",39679,"Sep 2, 2008",€16.00m,Marouane Fellaini,"['Belgium', 'Morocco']",Everton-FC,Central Midfield,2008-2009,: Ablöse €21.76m,
28,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€8.00m,Leon Osman,['England'],Everton-FC,Central Midfield,2008-2009,Everton FC Reserves,
19,Westfield FC,"Feb 1, 1990",right,"1,80m",44983,"Jan 3, 2008",€3.00m,Dan Gosling,['England'],Everton-FC,Central Midfield,2008-2009,Plymouth Argyle,
17,Retired,"Dec 19, 1991",right,"1,80m",83495,,,James Wallace,"['England', 'Ireland']",Everton-FC,Central Midfield,2008-2009,,
27,Retired,"Mar 17, 1982",,,4321,"Jul 31, 2012",€8.00m,Steven Pienaar,['South Africa'],Everton-FC,Left Midfield,2008-2009,Tottenham Hotspur,
19,Retired,"Dec 2, 1989",,"1,68m",57076,"Jul 1, 2008",€75k,John Paul Kissock,['England'],Everton-FC,Left Midfield,2008-2009,: Ablöse -,
29,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€16.00m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2008-2009,: Ablöse €2.20m,
17,Retired,"Feb 7, 1992",right,"1,79m",82734,"Jul 1, 2009",€750k,Jose Baxter,['England'],Everton-FC,Attacking Midfield,2008-2009,: Ablöse -,
29,Retired,"Sep 30, 1979",right,"1,78m",3772,"Jul 1, 2005",€300k,Andy van der Meyde,['Netherlands'],Everton-FC,Right Winger,2008-2009,: Ablöse €9.00m,
26,Retired,"Nov 22, 1982",,"1,83m",8559,"Aug 30, 2007",€19.50m,Yakubu Aiyegbeni,['Nigeria'],Everton-FC,Centre-Forward,2008-2009,Middlesbrough FC,
22,Itabirito FC,"Mar 20, 1987",left,"1,92m",34156,"Feb 2, 2009",€12.50m,Jô,['Brazil'],Everton-FC,Centre-Forward,2008-2009,: Ablöse free transfer,
30,Retired,"Aug 8, 1978",left,"1,82m",4015,"Sep 1, 2008",€7.50m,Louis Saha,"['France', 'Guadeloupe']",Everton-FC,Centre-Forward,2008-2009,Manchester United,
21,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€3.60m,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2008-2009,: Ablöse -,
20,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2006",€1.50m,James Vaughan,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2008-2009,: Ablöse -,
20,Birmingham City,"Mar 28, 1989",left,"1,85m",33507,"Jul 1, 2007",€500k,Lukas Jutkiewicz,['England'],Everton-FC,Centre-Forward,2008-2009,Swindon Town,
19,Retired,"Oct 10, 1989",right,"1,78m",57066,"Jul 1, 2009",€50k,Kieran Agard,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2008-2009,Everton FC Reserves,
31,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€9.50m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2009-2010,Manchester United,
23,Newcastle United,"Oct 24, 1986",right,"1,92m",29712,"Jul 1, 2005",€750k,John Ruddy,['England'],Everton-FC,Goalkeeper,2009-2010,Cambridge United,
26,Retired,"Jan 26, 1984",right,"1,93m",3582,"Jul 1, 2003",€500k,Iain Turner,['Scotland'],Everton-FC,Goalkeeper,2009-2010,Stirling Albion FC,
36,Retired,"Sep 13, 1973",right,"1,97m",3804,"Aug 1, 2008",€250k,Carlo Nash,['England'],Everton-FC,Goalkeeper,2009-2010,Wigan Athletic,
27,Retired,"Aug 16, 1982",left,"1,91m",4241,"Jul 1, 2006",€15.00m,Joleon Lescott,['England'],Everton-FC,Centre-Back,2009-2010,Wolverhampton Wanderers,
27,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€12.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2009-2010,Sheffield United,
29,Retired,"Sep 6, 1980",right,"1,88m",3270,"Jul 1, 2003",€9.50m,Joseph Yobo,"['Nigeria', 'England']",Everton-FC,Centre-Back,2009-2010,: Ablöse €6.00m,
26,Retired,"Nov 15, 1983",right,"1,80m",4315,"Sep 1, 2009",€9.00m,Johnny Heitinga,['Netherlands'],Everton-FC,Centre-Back,2009-2010,: Ablöse €6.80m,
19,Without Club,"Mar 11, 1991",right,"1,88m",57079,"Jul 1, 2008",€8.00m,Jack Rodwell,['England'],Everton-FC,Centre-Back,2009-2010,: Ablöse -,
32,Retired,"Dec 16, 1977",left,"1,92m",3356,"Aug 27, 2009",€7.50m,Sylvain Distin,"['France', 'Guadeloupe']",Everton-FC,Centre-Back,2009-2010,: Ablöse €6.50m,
32,Retired,"Mar 9, 1978",right,"1,85m",3826,"Sep 17, 2009",€4.00m,Lucas Neill,"['Australia', 'Northern Ireland']",Everton-FC,Centre-Back,2009-2010,Without Club,
25,Retired,"Feb 14, 1985",right,"1,89m",4277,"Jan 26, 2010",€3.00m,Philippe Senderos,"['Switzerland', 'Spain']",Everton-FC,Centre-Back,2009-2010,: Ablöse free transfer,
18,Norwich City,"Jan 1, 1992",right,"1,93m",119269,"Jul 1, 2010",€500k,Shane Duffy,"['Ireland', 'Northern Ireland']",Everton-FC,Centre-Back,2009-2010,: Ablöse -,
18,Retired,"Apr 17, 1992",right,"1,84m",88590,,€75k,Shkodran Mustafi,"['Germany', 'Albania']",Everton-FC,Centre-Back,2009-2010,,
18,Shrewsbury Town,"Mar 25, 1992",right,"1,93m",121265,,,Toto Nsiala,"['DR Congo', 'Wales']",Everton-FC,Centre-Back,2009-2010,,
25,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€8.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2009-2010,Wigan Athletic,
17,Coventry City,"Mar 21, 1993",left,"1,83m",121250,,,Jake Bidwell,['England'],Everton-FC,Left-Back,2009-2010,,
17,Salford City,"May 21, 1993",left,"1,80m",110860,"Jul 1, 2011",,Luke Garbutt,['England'],Everton-FC,Left-Back,2009-2010,: Ablöse -,
18,Retired,"Oct 25, 1991",left,"1,80m",121252,,,Nathan Craig,"['Wales', 'England']",Everton-FC,Left-Back,2009-2010,,
33,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€5.00m,Phil Neville,['England'],Everton-FC,Right-Back,2009-2010,Manchester United,
29,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€3.50m,Tony Hibbert,['England'],Everton-FC,Right-Back,2009-2010,: Ablöse -,
21,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€1.00m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2009-2010,Sligo Rovers,Team captain
22,Retired,"Nov 22, 1987",right,"1,94m",39679,"Sep 2, 2008",€19.00m,Marouane Fellaini,"['Belgium', 'Morocco']",Everton-FC,Central Midfield,2009-2010,: Ablöse €21.76m,
28,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€18.00m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2009-2010,Real Sociedad,
29,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€7.00m,Leon Osman,['England'],Everton-FC,Central Midfield,2009-2010,Everton FC Reserves,
20,Westfield FC,"Feb 1, 1990",right,"1,80m",44983,"Jan 3, 2008",€3.00m,Dan Gosling,['England'],Everton-FC,Central Midfield,2009-2010,Plymouth Argyle,
18,Retired,"Dec 19, 1991",right,"1,80m",83495,,€50k,James Wallace,"['England', 'Ireland']",Everton-FC,Central Midfield,2009-2010,,
18,Plymouth Argyle,"Oct 8, 1991",right,"1,75m",121257,,,Adam Forshaw,['England'],Everton-FC,Central Midfield,2009-2010,,
18,Retired,"Aug 14, 1991",right,"1,85m",61559,,,Hope Akpan,"['Nigeria', 'England']",Everton-FC,Central Midfield,2009-2010,,
28,Retired,"Mar 17, 1982",,,4321,"Jul 31, 2012",€8.00m,Steven Pienaar,['South Africa'],Everton-FC,Left Midfield,2009-2010,Tottenham Hotspur,
30,Retired,"Dec 6, 1979",right,"1,78m",13556,"Jul 1, 2004",€16.00m,Tim Cahill,"['Australia', 'Samoa']",Everton-FC,Attacking Midfield,2009-2010,: Ablöse €2.20m,
25,Retired,"Feb 27, 1985",left,"1,85m",16690,"Aug 25, 2009",€9.00m,Diniyar Bilyaletdinov,['Russia'],Everton-FC,Attacking Midfield,2009-2010,: Ablöse €10.00m,
18,Retired,"Feb 7, 1992",right,"1,79m",82734,"Jul 1, 2009",€750k,Jose Baxter,['England'],Everton-FC,Attacking Midfield,2009-2010,: Ablöse -,
28,Retired,"Mar 4, 1982",right,"1,73m",68,"Jan 1, 2012",€3.00m,Landon Donovan,"['United States', 'Canada']",Everton-FC,Second Striker,2009-2010,Los Angeles Galaxy,
27,Retired,"Nov 22, 1982",,"1,83m",8559,"Aug 30, 2007",€16.50m,Yakubu Aiyegbeni,['Nigeria'],Everton-FC,Centre-Forward,2009-2010,Middlesbrough FC,
31,Retired,"Aug 8, 1978",left,"1,82m",4015,"Sep 1, 2008",€9.00m,Louis Saha,"['France', 'Guadeloupe']",Everton-FC,Centre-Forward,2009-2010,Manchester United,
23,Itabirito FC,"Mar 20, 1987",left,"1,92m",34156,"Feb 2, 2009",€7.50m,Jô,['Brazil'],Everton-FC,Centre-Forward,2009-2010,: Ablöse free transfer,
22,Retired,"Apr 23, 1988",right,"1,90m",39532,"Jul 1, 2006",€2.50m,Victor Anichebe,"['Nigeria', 'England']",Everton-FC,Centre-Forward,2009-2010,: Ablöse -,
21,Retired,"Jul 14, 1988",right,"1,81m",30471,"Jul 1, 2006",€1.50m,James Vaughan,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2009-2010,: Ablöse -,
21,Birmingham City,"Mar 28, 1989",left,"1,85m",33507,"Jul 1, 2007",€800k,Lukas Jutkiewicz,['England'],Everton-FC,Centre-Forward,2009-2010,Swindon Town,
20,Retired,"Oct 10, 1989",right,"1,78m",57066,"Jul 1, 2009",€250k,Kieran Agard,"['England', 'Jamaica']",Everton-FC,Centre-Forward,2009-2010,Everton FC Reserves,
17,Salford City,"Aug 12, 1992",right,"1,78m",121260,"Jul 1, 2011",,Conor McAleny,['England'],Everton-FC,Centre-Forward,2009-2010,: Ablöse -,
32,Retired,"Mar 6, 1979",right,"1,91m",4267,"Jul 1, 2007",€10.00m,Tim Howard,"['United States', 'Hungary']",Everton-FC,Goalkeeper,2010-2011,Manchester United,
28,Retired,"Dec 5, 1982",right,"1,89m",33195,"Jul 1, 2010",€2.50m,Jan Mucha,['Slovakia'],Everton-FC,Goalkeeper,2010-2011,Legia Warszawa,
27,Retired,"Jan 26, 1984",right,"1,93m",3582,"Jul 1, 2003",€500k,Iain Turner,['Scotland'],Everton-FC,Goalkeeper,2010-2011,Stirling Albion FC,
20,Without Club,"Mar 11, 1991",right,"1,88m",57079,"Jul 1, 2008",€14.00m,Jack Rodwell,['England'],Everton-FC,Centre-Back,2010-2011,: Ablöse -,
28,Retired,"Aug 17, 1982",right,"1,80m",13520,"Jul 4, 2007",€12.00m,Phil Jagielka,"['England', 'Poland']",Everton-FC,Centre-Back,2010-2011,Sheffield United,
27,Retired,"Nov 15, 1983",right,"1,80m",4315,"Sep 1, 2009",€10.00m,Johnny Heitinga,['Netherlands'],Everton-FC,Centre-Back,2010-2011,: Ablöse €6.80m,
33,Retired,"Dec 16, 1977",left,"1,92m",3356,"Aug 27, 2009",€4.50m,Sylvain Distin,"['France', 'Guadeloupe']",Everton-FC,Centre-Back,2010-2011,: Ablöse €6.50m,
19,Retired,"Apr 17, 1992",right,"1,84m",88590,,€75k,Shkodran Mustafi,"['Germany', 'Albania']",Everton-FC,Centre-Back,2010-2011,,
19,Norwich City,"Jan 1, 1992",right,"1,93m",119269,"Jul 1, 2010",,Shane Duffy,"['Ireland', 'Northern Ireland']",Everton-FC,Centre-Back,2010-2011,: Ablöse -,
19,Shrewsbury Town,"Mar 25, 1992",right,"1,93m",121265,,,Toto Nsiala,"['DR Congo', 'Wales']",Everton-FC,Centre-Back,2010-2011,,
26,Retired,"Dec 11, 1984",left,"1,70m",13507,"Aug 7, 2007",€14.00m,Leighton Baines,['England'],Everton-FC,Left-Back,2010-2011,Wigan Athletic,
22,Everton FC,"Oct 11, 1988",right,"1,77m",68390,"Jan 1, 2009",€6.50m,Séamus Coleman,['Ireland'],Everton-FC,Right-Back,2010-2011,Sligo Rovers,Team captain
34,Retired,"Jan 21, 1977",right,"1,80m",3404,"Jul 1, 2005",€3.50m,Phil Neville,['England'],Everton-FC,Right-Back,2010-2011,Manchester United,
30,Retired,"Feb 20, 1981",right,"1,73m",3614,"Jul 1, 2000",€3.00m,Tony Hibbert,['England'],Everton-FC,Right-Back,2010-2011,: Ablöse -,
23,Retired,"Nov 22, 1987",right,"1,94m",39679,"Sep 2, 2008",€19.00m,Marouane Fellaini,"['Belgium', 'Morocco']",Everton-FC,Central Midfield,2010-2011,: Ablöse €21.76m,
29,Retired,"Mar 26, 1982",right,"1,77m",7451,"Jul 1, 2005",€17.00m,Mikel Arteta,['Spain'],Everton-FC,Central Midfield,2010-2011,Real Sociedad,
30,Retired,"May 17, 1981",right,"1,73m",3620,"Jul 1, 2002",€5.50m,Leon Osman,['England'],Everton-FC,Central Midfield,2010-2011,Everton FC Reserves,
17,Aston Villa,"Dec 5, 1993",right,"1,89m",131978,"Jul 1, 2011",,Ross Barkley,['England'],Everton-FC,Central Midfield,2010-2011,: Ablöse -,
19,Plymouth Argyle,"Oct 8, 1991",right,"1,75m",121257,,,Adam Forshaw,['England'],Everton-FC,Central Midfield,2010-2011,,
29,Retired,"Mar 17, 1982",,,4321,"Jul 31, 2012",€11.00m,Steven Pienaar,['South Africa'],Everton-FC,Left Midfield,2010-2011,Tottenham Hotspur,
